absolute_mean,absolute_std,absolute_min,absolute_max,absolute_skew,absolute_kurtosis,absolute_var,absolute_range,absolute_median,absolute_rms,person,activity
-0.9574941098190867,0.2866576948685446,-0.8768144290445234,-0.540355461978065,0.41268419677738655,-0.7650377205633813,-0.08022316490454426,0.09094991771496276,-0.9308050643378354,-0.9112760274725459,mukit,walking
-0.7010536616252541,0.5126125965828551,-0.5462608222369779,0.1576887359275852,2.111081280315318,1.1493089043039,0.027899644846457412,0.5181763963841711,-0.8442795536091245,-0.6049392968395192,mukit,walking
-0.675276850611224,-0.43319663076130266,-0.4327549859703927,-0.8440068753102932,-0.7925835808889026,-0.3593332590484976,-0.29563612622026464,-0.49409519329620305,-0.5637874588513656,-0.575622017107953,mukit,walking
-0.5637088928676482,-0.5101651630188981,-0.18513223664994802,-0.7809739340129538,-0.13934024714312332,-0.5519976433352431,-0.3070439770248546,-0.6034036792799642,-0.5033410474667818,-0.4514500281455107,mukit,walking
-0.3328255401544303,-0.2190116116221448,-0.0694572434794503,-0.29795957977821586,0.8229118487352063,-0.1446926185984897,-0.2520708800313074,-0.23101033755016054,-0.30565755926470806,-0.20706201768190055,mukit,walking
-0.7577360505503579,0.5354624874028344,-1.0113020045092271,-0.13767485486486478,0.35732160670706126,-0.47135006643839794,0.03991123266329137,0.5582243145599123,-0.7922958548972214,-0.6702899590906791,mukit,walking
-1.5084767806924695,-0.2758198350674072,-1.2500963301283874,-1.241416701173498,-0.47342385890660243,-0.45083093844971395,-0.26532023039262825,-0.3100772069958715,-1.3191834569848742,-1.6985030194628672,mukit,walking
-0.9616859815825479,-0.24311051640006642,-0.6876235113106045,-0.7596861420459762,0.34689766210241474,-0.33721346239082495,-0.2578408616763939,-0.24229556302033353,-0.8529705042109664,-0.9165288522207908,mukit,walking
-0.6230007141384648,-0.19221978227371672,-0.41916669229006503,-0.5776736805596959,0.08243694589221341,-0.5762837721352367,-0.24539770257548155,-0.25467182530885607,-0.5397967038680356,-0.5169034249938275,mukit,walking
-1.0896473034825618,0.20432317011833495,-0.8498884368344444,-0.6009045222863849,0.636780137044933,-0.7052224516941391,-0.11481037240192324,0.01613579185198734,-1.2679258781649467,-1.0812807947279828,mukit,walking
-1.4053579901866322,-0.6395116447223173,-0.9152137029910993,-1.4244399522945144,-0.4706974419459982,-0.2749417532519546,-0.3211568796494716,-0.7083626303341263,-1.2637090041433436,-1.5326983646987695,mukit,walking
-1.251945382506743,-0.6520774191992399,-0.7333467281002054,-1.3238946425754001,0.05924105661850733,-0.5385657635341208,-0.32218992546335795,-0.7379955702933654,-1.129162521609418,-1.3042033659887786,mukit,walking
-1.0936668879557043,-0.3835780908818747,-0.701530769275853,-1.0606191510470424,0.34868832511907993,-0.7515233990134951,-0.2870914197185475,-0.5138050111873176,-1.0408644812466663,-1.0866022762388992,mukit,walking
-1.0716543228082294,-0.5914250836560022,-0.6011810491712297,-1.1841302883762523,-0.474678247911541,-0.652149022443188,-0.31665082320984983,-0.6972619319869652,-0.9415270016419486,-1.0575744076568434,mukit,walking
-0.8415138678811348,-0.6840468368806689,-0.3255686280645691,-1.050294200176682,-0.10661340906074779,-0.4150964733633236,-0.32454830369942295,-0.7594753229699588,-0.7370995805830272,-0.7692312418103141,mukit,walking
-0.6927329417337744,-0.5273506589714531,-0.3601816264709233,-0.8214148371026084,-0.07311586776078466,-0.2637750988882914,-0.3092844228606399,-0.5222864603953404,-0.6039275154001591,-0.5954488652284541,mukit,walking
-0.8205688289078027,-0.5559689267920342,-0.42062248702719096,-0.9085885823781189,0.6665339209515495,0.14678233965214604,-0.3127668858374637,-0.5626282121545321,-0.7308805450169501,-0.7442212296193021,mukit,walking
-0.8951608944378657,-0.62599162222418,-0.4084450363014989,-1.016849659216274,0.16394914226674176,-0.13630787587228763,-0.31997853659509545,-0.6719711916591519,-0.791830140932787,-0.8341650382055275,mukit,walking
-0.822224393183763,-0.451724558815344,-0.431252016070221,-0.80587475483901,0.6869717337700002,0.055988588970800335,-0.29858746541297554,-0.45951536065643606,-0.742606128254725,-0.7461913018854937,mukit,walking
-0.9039225774151801,-0.5449023830718978,-0.4648582810632102,-0.9544536265265025,0.396489112772035,-0.15133093047495036,-0.31145705038798344,-0.5754084029664924,-0.8032894126701345,-0.8448933684566422,mukit,walking
-0.8833586732106472,-0.6858218220105096,-0.3321550487314725,-1.0782531930857375,-0.03496818501088078,-0.5749013506976394,-0.32466789131319135,-0.7811053476509439,-0.7779185899817106,-0.8197692594568988,mukit,walking
-0.9009421373508342,-0.6452240783379202,-0.5215151560036484,-1.1176104686952164,-1.6546419649595183,0.8764893408891303,-0.3216339253469755,-0.6892582694097151,-0.7726135717189255,-0.8412399676091347,mukit,walking
-0.8772013563609998,-0.5747404563707322,-0.4312356331868102,-1.0239156604899948,-0.0810847756542166,-0.545050613260035,-0.31488251975191106,-0.6630913474880409,-0.7815020427719866,-0.8122839297379993,mukit,walking
-0.7904625289106865,-0.6433559119192596,-0.39661247224374935,-0.9628383028420406,-0.5192828475057027,0.746482850311642,-0.32147927588323666,-0.6295810274184135,-0.6845299771256323,-0.7085956130866211,mukit,walking
-0.7689636269368054,-0.5462863255442872,-0.36470828957713175,-0.9047326524881746,-0.09266695843950473,-0.3620045758053465,-0.31162339361840097,-0.596998704872175,-0.6618208452140273,-0.6833831183396336,mukit,walking
-0.7082475417365683,-0.6074056060391944,-0.2667718848677248,-0.899681336773868,-0.2588645918205478,-0.3573706071196875,-0.31824556116043445,-0.658789772522576,-0.6163322074929796,-0.6131653367171472,mukit,walking
-0.6008196157762012,-0.5403152157788393,-0.23798693501725868,-0.804239621786524,-0.5067297858110074,-0.38847718286250754,-0.31090050331352265,-0.5892319592229794,-0.495801271097249,-0.4922780137690304,mukit,walking
-0.7644206441644916,-0.01386871952507402,-0.6092732740652754,-0.6802856376063738,-0.41320746743126413,-0.876242572153654,-0.1940400660042695,-0.22137294203092248,-0.515180356402579,-0.6780792247909555,mukit,walking
-1.2773250116319717,-0.4978469122993622,-0.8929884789567933,-1.273104722612165,-0.34843092261779296,-0.7299990682449115,-0.30536918041717576,-0.5821675487487947,-1.1245695696246294,-1.340694745544255,mukit,walking
-1.3311967734269765,-0.5991672260263141,-0.7978581074253519,-1.2629834164805571,1.066275955931287,0.25236609849781355,-0.3174355212113121,-0.6373196983305633,-1.2167925847598295,-1.4198025661137774,mukit,walking
-1.2996325033948906,-0.6356232858203417,-0.7771297725257318,-1.2479168782437073,1.3135180572806096,0.7228510344221007,-0.3208250867248964,-0.6373297239361918,-1.1889964553433268,-1.3731730672499705,mukit,walking
-1.2393908043516249,-0.6314664156047869,-0.8282415064223955,-1.2684144332565255,0.05057175837563544,0.314780829051125,-0.32046404296082565,-0.6217572701885888,-1.1152326611895191,-1.2863274585819102,mukit,walking
-1.1915983130641694,-0.5510083184983661,-0.7080620848113673,-1.1371060141814466,0.7001431084877038,-0.10567538267462728,-0.3121854895796528,-0.5807784931397459,-1.0904795241756013,-1.2192947209355813,mukit,walking
-1.3002346452125149,-0.5387230974389469,-0.9497016411358342,-1.3140184960988956,-0.6480945540312358,-0.2728952529667038,-0.3107054716960892,-0.5818520130179522,-1.164914205037139,-1.3740551239786816,mukit,walking
-1.2101555308644243,-0.47105304722002406,-0.8513624988203283,-1.18017257705598,-0.014008604569474392,-0.5894682911885939,-0.30152763830909995,-0.5236728258060892,-1.0959334565404866,-1.2451353527496516,mukit,walking
-1.1162652834704694,-0.6184510929923019,-0.6134359756774809,-1.2244754584189161,-0.3809324827464289,-0.6193822645475083,-0.3192912381077744,-0.7266064078705354,-0.9836325620209079,-1.1166970861657504,mukit,walking
-1.1178562070011147,-0.4950685876163288,-0.754404745665206,-1.1647721752273374,-0.1344541362545252,-0.6824450442868425,-0.3049834877994672,-0.5751373114577948,-1.02323875810084,-1.1188272264409775,mukit,walking
-1.3005517461119684,-0.5875026951507788,-0.847085618592713,-1.3061725332903866,0.14096514787192996,-0.5507056285701856,-0.3162446009441481,-0.6442118264985714,-1.1885138624843865,-1.3745197491298218,mukit,walking
-1.303139064108919,-0.6593276347118452,-0.7304942105968124,-1.2658340859244857,1.5678620806978867,1.3047652751952743,-0.32275874204926475,-0.6857268343680106,-1.1840414800242962,-1.3783137306854913,mukit,walking
-1.2530387527838425,-0.54644273065517,-0.8366898980622093,-1.2818651895678455,-0.1893395081243444,-0.5984258682304332,-0.3116421470967227,-0.6285778464228555,-1.1213210918481404,-1.3057655927990928,mukit,walking
0.2580091674059459,1.4166998427457431,-1.0020406274443259,0.3007863626261234,-1.3450054705221037,-0.38936981546082094,0.6541649570344207,0.9612862210542221,0.6960935648729992,0.35764729233746123,mukit,jumping
0.9276452080117243,1.0538975265857382,-0.17568453620290908,1.3732040180690879,-0.06809428679059357,-0.41735514453122347,0.3656281706750681,1.401339571547844,0.891040132288447,0.921382122427206,mukit,jumping
1.3567115764575017,0.6776479167001397,0.5427876736830514,1.1623445497545226,-0.6058859042946984,-0.5663609231210599,0.11910208124786748,0.7165765708166837,1.3848418088666263,1.2514318559521458,mukit,jumping
0.728977772659342,-0.12379000522682561,0.6356264835487541,0.407732058938884,-0.25084336302541493,-0.42559319824515895,-0.22711850033185063,-0.050981454881104206,0.7984186430799199,0.7609676865068425,mukit,jumping
0.6709105925042648,1.2139776321593718,-1.2130189219422818,1.050214582927017,-1.1327344774336083,0.3857490524942325,0.4867889739164782,1.8042307696041733,0.7398171844462372,0.7130703307101912,mukit,jumping
-0.02821305893228736,1.2364927808420825,-1.216461253880038,0.3881656255464288,-0.6170172438298709,-0.6303240102599631,0.5046093853935619,1.1884738106698578,0.2303797802250529,0.09360213076074295,mukit,jumping
0.294543553117873,1.118634233653252,-0.4376988680606692,0.7596123444386366,-0.14811443126622967,-0.7101337681738837,0.4134559465848523,1.0064147878663243,0.42527635859268775,0.39023208535470005,mukit,jumping
-0.7643724234478525,1.3655158186482077,-1.2431674069148868,0.3013356996804929,0.17483105929290882,-0.7946243675823771,0.6104351294026513,1.1255443605265598,-0.5798697245224591,-0.6780229716876506,mukit,jumping
-1.7682008484325373,-0.01831931911824587,-1.4122869403674934,-1.2025631053768735,0.629400732907695,-0.6015297423533991,-0.19546834982722372,-0.1636621512252571,-1.6989425248172103,-2.178698330260564,mukit,jumping
-1.1917829397566533,2.079771574561827,-1.399894559984939,0.6644458527258791,1.2553104920196672,-0.2621900052990932,1.3104373216151202,1.5709779771207093,-1.7791400887203925,-1.2195506665387306,mukit,jumping
-1.3315037857750978,1.4211797268450612,-1.385496177647462,0.18466567919181925,1.0856718455229455,-0.33436139506726,0.6580396777150896,1.1132733807733775,-1.809970608754802,-1.4202601051143726,mukit,jumping
-1.3634934676939878,1.5597069603942182,-1.421658853084671,-0.1406467733506251,0.9373449969222476,-0.6593857473592418,0.7816088959098294,0.8341163667995829,-1.900650684454837,-1.4683711235567882,mukit,jumping
0.5290971973389811,0.008383086316863015,0.3899638198873206,0.18528542333199374,-0.3831691156584279,-0.7167678150173965,-0.18678640851122416,-0.09183402482104143,0.5803285321765397,0.5940374075752094,mukit,jumping
0.7998213541297541,0.3924244638795162,0.35051939759279144,0.502600427964279,-0.9975958257357198,-0.5493557221284694,-0.032021609818863456,0.2312000533395483,1.003409438123028,0.8187714187105727,mukit,jumping
0.6329514279813632,0.7439923126952344,-0.7874744166799857,0.7286079651704684,-0.8459667081645456,-0.020253405310157128,0.15867516834286294,1.2149957186872986,0.7138758831728367,0.6814996254524474,mukit,jumping
-1.9312856205054383,0.04499967332173927,-1.3920793725864118,-0.5196300708328456,4.071028766479113,6.16816762882029,-0.17444154343875523,0.46020736249504585,-1.8802373797940743,-2.5549870563394537,mukit,jumping
0.18616207828454195,1.182582763346028,-0.7183454371046069,0.7202395428509879,-0.48580207846151313,-0.5642318425801799,0.4622611916288562,1.1602385222112783,0.255718018736003,0.29286135078839515,mukit,jumping
-0.501487321804226,1.1345707955718258,-1.0110744140300767,0.18159597649137652,0.18234685136867712,-0.8325723424935358,0.4254736360427398,0.856143750786381,-0.6968512558520799,-0.38400401399053086,mukit,jumping
-0.19131227676024523,1.5721344046905632,-0.8719391572924913,0.5951873351632193,0.332173431969314,-0.8166618115078697,0.7930500143082948,1.1477917044599892,-0.41184371498905076,-0.06459170453273577,mukit,jumping
-1.127364220162328,1.6711984560728719,-1.3048981244285385,0.5452642055729433,1.3512790432840924,-0.1586259973112902,0.8863451177851448,1.3951984339782075,-1.5475626338027169,-1.1315897528402938,mukit,jumping
-0.45767037436944863,1.6404530793943193,-1.1819163447446892,0.4544490950341063,0.1478968738362252,-0.8593404086975178,0.8569920554149527,1.2268977409792963,-0.7042460270809705,-0.3372345190299623,mukit,jumping
-1.276197643751402,1.6597477881279274,-1.3860262162234755,0.4026046135265257,1.3387689835321623,-0.11716154925737644,0.8753711203200888,1.3171029815341764,-1.6501509315248652,-1.3390635325861082,mukit,jumping
-0.3119969154025679,0.937240578170007,-1.0262664489745492,0.15724295858016113,-0.38868048396949806,-0.6809666131421169,0.28345233098370487,0.8437242279959105,-0.14207060675122127,-0.18576655141639167,mukit,jumping
-1.1394642909734054,1.1762279864871277,-1.2112139599286,0.4843856864240445,1.0771282407104519,-0.17448853490100333,0.457341881836,1.274742333623929,-1.4000739730595158,-1.147911529480401,mukit,jumping
-0.5008413645366664,2.532637165508663,-1.2962866291641297,1.1353007923018055,0.49093134567495367,-0.793693573646467,1.8544474194214209,1.9402137306861547,-0.8884014727774302,-0.3833102485239998,mukit,jumping
-0.01020383502438577,1.7485599945125228,-1.0813903142158674,0.5976980927903514,-0.44118451517733565,-0.8502487068381098,0.9617885069120486,1.2923706429940824,0.3219160332892244,0.11070483858948212,mukit,jumping
-0.5038605448461042,2.1027182239485382,-1.2983831764200875,0.8907478535076456,0.33784967455923226,-0.848167248955626,1.3361323916902859,1.7133207385838887,-0.9570159981283779,-0.3865539972747199,mukit,jumping
-0.3653609241932499,1.7899722165332768,-1.33241397554421,0.4337425404143583,-0.153088045161929,-0.915144545664836,1.0031062223324279,1.3097664168389216,-0.04833087207864578,-0.24056212623738168,mukit,jumping
-1.0649586080249112,1.294416599149466,-1.2617184427771455,0.2465576594280636,0.8935600213742705,-0.4723905941672951,0.5513383771905218,1.087000818552181,-1.397584057159638,-1.048799685258136,mukit,jumping
-0.22791794175504543,1.600408217275655,-1.0433795222101343,0.24002786864678413,-0.12014502305640166,-1.0071317721821909,0.8192979463337379,0.9326341404416286,-0.386441574991164,-0.10095749845421473,mukit,jumping
0.07482821448035833,2.473428383172875,-1.0785479104022297,2.1504498937463006,0.6048251070918378,-0.2466548027348111,1.7789043615866258,2.74010282515208,0.02146017248899268,0.19053462277087121,mukit,jumping
-0.6824649403500863,2.342522047981084,-1.3062897406640106,1.3189826526949402,0.8789471499062137,-0.4096495795538038,1.6166012875880988,2.1184936428348933,-1.0761452463306862,-0.5837727767013218,mukit,jumping
-0.6711722505810391,2.4591350108128474,-1.3878390926799489,1.361182878157975,0.8227499898949551,-0.48168600475938367,1.7608669231628022,2.213270974075025,-1.171124393729962,-0.5709761644599094,mukit,jumping
-0.7892478998610176,2.6446932523481874,-1.3501748153449815,1.4603689805271924,1.2469886107661874,-0.21526321825396955,2.001054614848221,2.280294772721027,-1.4414738058416077,-0.7071661736347692,mukit,jumping
-0.8509883833772309,2.0645861100198752,-1.3741515894302707,0.5611786202279097,0.4074017388966377,-0.8612291759408864,1.2935427820286671,1.4570851697120353,-1.3385916217504898,-0.7806065664686866,mukit,jumping
-1.6128968418023713,0.9246694692989129,-1.4111329960601553,-0.3246253222171203,1.4545254398655252,-0.06329457973086224,0.27490486973722134,0.6552044757623195,-1.840829780595901,-1.8790121479563107,mukit,jumping
-1.2719278970977104,1.1361681790371776,-1.270966147344422,0.1997504037028166,1.6999336239697471,0.4142165170550759,0.42668352446005664,1.0495811284936392,-1.5061358786344636,-1.332894280794153,mukit,jumping
-1.673919707288003,0.1907505176282251,-1.277438537497297,-0.23397513609407042,2.772851173300345,2.9644466699683587,-0.12026526355547759,0.6490465357069058,-1.6800134744257076,-1.991664813076272,mukit,jumping
1.280898860705933,7.098251062716132,-1.2278908066378968,6.743495573415884,1.3986843265096762,0.20363535908912125,11.681795212067032,7.129626036347543,0.2686486890597447,1.1946130524839593,mukit,jumping
-0.12353138248089116,4.918184408596506,-1.2135274256646993,4.220142027894434,1.4754649016416659,0.10882698465299005,6.003529078752564,4.764047563895528,-1.528262787148954,0.0018926570097486284,mukit,jumping
0.38153217617095575,-0.736428596406408,0.8625849010684457,-0.25016567379646687,-0.23647911896732504,-0.3007692743535652,-0.32757501609355744,-0.8193241960204694,0.412603706508158,0.46687973198060134,tyler,walking
0.3745084333451755,-0.7520801624353535,0.9008561794784501,-0.24482362702673552,0.4159490544065341,-0.060473540884247924,-0.3282775630037948,-0.8403262179263203,0.4021013310091281,0.4607388228119021,tyler,walking
0.3724769189778917,-0.7313531073376036,0.8879260840877808,-0.23574197687120124,0.5737861725544817,-0.06406678995128204,-0.32732725449587696,-0.8230668939174606,0.3975714182726449,0.4589611107848391,tyler,walking
0.38079785060007787,-0.736902266895323,0.9164181480728832,-0.19777616036770862,1.1501300972047461,0.6756090392956788,-0.3275976402638134,-0.8069701788684118,0.4049547331127948,0.4662380929197892,tyler,walking
0.3764003308829729,-0.7749967381204763,0.9124621130298265,-0.27738242787308787,0.1278128869294975,-0.3533198572318817,-0.3291386861997317,-0.8786047946148595,0.4061231871170172,0.4623937369585799,tyler,walking
0.3771189385182421,-0.7725189794167215,0.9008917135307769,-0.2892517662029125,-0.32957119915401606,-0.23586915044451034,-0.3290551796935205,-0.8818288406910263,0.4068725274260249,0.46302217266886575,tyler,walking
0.3756229828755081,-0.7466481667927449,0.8825852070229743,-0.26096535969409984,-0.055183057576132746,-0.4993063862679162,-0.32804426066260356,-0.8429887579354463,0.40255858812577294,0.46171383409216005,tyler,walking
0.37190835858995563,-0.7065636298903841,0.849701845703854,-0.23428626165978,0.06449354888199257,-0.3900608649983781,-0.32597682402162914,-0.7957503671811068,0.3964935350584974,0.45846345778415853,tyler,walking
0.3672583751009759,-0.7109128180841455,0.8591449520704285,-0.2478971964421154,0.008556120905550978,-0.5505497356405573,-0.32623060016163735,-0.8148703126775986,0.400970869889662,0.45439134816685417,tyler,walking
0.3643291228149107,-0.7404243520800904,0.8558611215899806,-0.26147976071550755,-0.1831057614273465,-0.23308386126691122,-0.3277631999657007,-0.8253211154315641,0.39753655367359064,0.4518242541450581,tyler,walking
0.3699107643514711,-0.68716666764407,0.8452882407957709,-0.2480156318685775,-0.2969693801885618,-0.6642471716389543,-0.324757703509199,-0.8055710177802696,0.4092044310421404,0.4567145598158753,tyler,walking
0.3876314951226633,-0.7004166575372875,0.8653240800568794,-0.24363043235904147,-0.039619846357011844,-0.6276467380377353,-0.32560591763684305,-0.815082970401451,0.4186194310874566,0.472205710730872,tyler,walking
0.501388078719529,-0.668261830857547,0.942596877257476,-0.10478454316029992,0.2895973361939436,-0.43247338184082523,-0.32343226890125315,-0.7379299558307515,0.5065887572699217,0.5704246519851712,tyler,walking
0.5038122882847705,-0.670571866443799,0.9444994524230563,-0.1015895320056229,0.4636598289027749,-0.2712867879205545,-0.3236014934938372,-0.7362390738332906,0.5127593998934806,0.5724952492737142,tyler,walking
0.5344468889118849,-0.6610631709842568,0.9253412045157665,-0.12406388111495,-0.5354309521047456,-0.4377742081268496,-0.32289194785649483,-0.7442112645940347,0.5624356083924621,0.5985825456740057,tyler,walking
0.4970438239576663,-0.6888863852540281,0.932303201206539,-0.147484581032575,-0.05728553326076266,-0.37680374030807046,-0.32487155168809606,-0.7708048098192924,0.5176143994951974,0.5667117794461238,tyler,walking
0.5205129961355379,-0.6568586669351104,0.9602659416131412,-0.0779723642449704,0.4716228750448238,-0.32374046933387396,-0.32256727635183446,-0.7248966495948586,0.5307685500864002,0.586734982742845,tyler,walking
0.5574379831472606,-0.6326308886277001,0.8922736262009175,-0.06659239573512514,-0.18961021998464883,-0.3315802694438618,-0.3205658433981673,-0.6680997378840191,0.5797273141516571,0.6180660431631546,tyler,walking
0.6075901711598466,-0.6367165612356287,0.987997105490571,-0.05226291216926576,-0.15267448805120215,-0.6014394970427375,-0.3209189549070273,-0.7197258667152202,0.6255024649716845,0.6602897964387991,tyler,walking
0.4996070518441865,-0.7085686291579475,0.9857841436299764,-0.11293095814518135,0.982389700619815,0.3814794164509931,-0.3260947070558947,-0.7748632888944872,0.5145153142525488,0.5689028323122386,tyler,walking
0.5877013540517251,-0.6345872150283277,0.9622043838878357,-0.03576580810795424,-0.024807400237974623,-0.3754040794364171,-0.3207357119515381,-0.6868086110429297,0.6050573789010384,0.643590181351956,tyler,walking
0.5936609905601113,-0.6582340220845299,0.9868182736342258,-0.0832971486775497,-0.42232084301625894,-0.5223796351478821,-0.322674218699693,-0.7478991708220438,0.6190135004117603,0.6486003513868016,tyler,walking
0.5858514117007981,-0.6628198048517536,0.970347059857592,-0.05443797752485928,-0.20677236766835638,-0.29114396385913305,-0.32302561021191806,-0.7097706675177259,0.6062913162502617,0.6420338867367684,tyler,walking
0.5773802625696629,-0.6257566600235424,0.9397890812190727,-0.02805493073475512,-0.3989660606070009,-0.3465162816654827,-0.3199574457906446,-0.664387802299573,0.6054498041514177,0.6349008496644113,tyler,walking
0.442538860094861,-0.7112486819726755,0.8986385352318417,-0.21842737205609722,-0.5270482516402191,-0.490314511674894,-0.3262498996468703,-0.8141764815287293,0.47747812023392655,0.5198745150023071,tyler,walking
0.43529359298082565,-0.7301915223031216,0.8763767665069643,-0.22588523591573184,-0.7406454128717734,-0.16530996755032926,-0.32726917815123235,-0.8060216022337588,0.4658955362868016,0.5136126526796269,tyler,walking
0.43548528991400126,-0.716541768073531,0.9041577201722193,-0.22777615153659653,-0.7646801130917781,-0.3921376720690167,-0.32654840484645453,-0.8266525710305717,0.47340389109256487,0.513778440064585,tyler,walking
0.4397352873930105,-0.7252907586354493,0.8921283866902175,-0.22721889440966833,-0.6980209790413138,-0.34443372213802653,-0.3270185209385783,-0.8179633862985107,0.4727254149732499,0.51745248159894,tyler,walking
0.44404947121179306,-0.7180067451551652,0.8973724520506873,-0.22131257250033115,-0.8788961443357666,-0.3105210274075302,-0.3266291461394363,-0.8160103529402871,0.4811889323704267,0.5211790195011239,tyler,walking
